2023-03-17 05:46:39 INFO     reading predictions from 'drive/MyDrive/Colab Notebooks/name/100/seq5/y_test.acc.txt'...
2023-03-17 05:46:40 INFO     predictions:               48230
2023-03-17 05:46:40 INFO     ground truth samples:       9646
2023-03-17 05:46:40 INFO     top-k: 5
2023-03-17 05:46:40 INFO     perfect match accuracy:
2023-03-17 05:46:40 INFO       top-1: 75.76% (7308/9646)
2023-03-17 05:46:40 INFO       top-2: 86.32% (8326/9646)
2023-03-17 05:46:40 INFO       top-3: 92.47% (8920/9646)
2023-03-17 05:46:40 INFO       top-4: 95.46% (9208/9646)
2023-03-17 05:46:40 INFO       top-5: 96.07% (9267/9646)
2023-03-17 05:46:40 INFO     average type prefix score (top-1): 0.7577
2023-03-17 05:46:40 INFO     average weighted type prefix score (top-1): 0.7577
2023-03-17 05:46:40 INFO     average Jaccard metric (top-1): 0.7577
2023-03-17 05:46:40 INFO     BLEU score (top-1, corpus): 0.8628
2023-03-17 05:46:40 INFO     most common mispredictions:
2023-03-17 05:46:40 INFO       ground truth (674 samples, 6.99% of all samples):
2023-03-17 05:46:40 INFO           move
2023-03-17 05:46:40 INFO       most common mispredictions (in total 640, 94.96% of this label is wrong):
2023-03-17 05:46:40 INFO          611 (95.47% of mispredictions) forward
2023-03-17 05:46:40 INFO           12 ( 1.88% of mispredictions) sarrayaddstring
2023-03-17 05:46:40 INFO           10 ( 1.56% of mispredictions) copy
2023-03-17 05:46:40 INFO            7 ( 1.09% of mispredictions) move_backward
2023-03-17 05:46:40 INFO       ground truth (527 samples, 5.46% of all samples):
2023-03-17 05:46:40 INFO           addressof
2023-03-17 05:46:40 INFO       most common mispredictions (in total 527, 100.00% of this label is wrong):
2023-03-17 05:46:40 INFO          500 (94.88% of mispredictions) forward
2023-03-17 05:46:40 INFO           20 ( 3.80% of mispredictions) sarrayaddstring
2023-03-17 05:46:40 INFO            6 ( 1.14% of mispredictions) move
2023-03-17 05:46:40 INFO            1 ( 0.19% of mispredictions) operator
2023-03-17 05:46:40 INFO       ground truth (226 samples, 2.34% of all samples):
2023-03-17 05:46:40 INFO           to_address
2023-03-17 05:46:40 INFO       most common mispredictions (in total 226, 100.00% of this label is wrong):
2023-03-17 05:46:40 INFO          215 (95.13% of mispredictions) forward
2023-03-17 05:46:40 INFO            8 ( 3.54% of mispredictions) sarrayaddstring
2023-03-17 05:46:40 INFO            3 ( 1.33% of mispredictions) move
2023-03-17 05:46:40 INFO       ground truth (101 samples, 1.05% of all samples):
2023-03-17 05:46:40 INFO           max
2023-03-17 05:46:40 INFO       most common mispredictions (in total 101, 100.00% of this label is wrong):
2023-03-17 05:46:40 INFO           97 (96.04% of mispredictions) min
2023-03-17 05:46:40 INFO            3 ( 2.97% of mispredictions) operator
2023-03-17 05:46:40 INFO            1 ( 0.99% of mispredictions) none
2023-03-17 05:46:40 INFO       ground truth (68 samples, 0.70% of all samples):
2023-03-17 05:46:40 INFO           fwd
2023-03-17 05:46:40 INFO       most common mispredictions (in total 66, 97.06% of this label is wrong):
2023-03-17 05:46:40 INFO           62 (93.94% of mispredictions) forward
2023-03-17 05:46:40 INFO            2 ( 3.03% of mispredictions) fill
2023-03-17 05:46:40 INFO            1 ( 1.52% of mispredictions) mv
2023-03-17 05:46:40 INFO            1 ( 1.52% of mispredictions) operator
2023-03-17 05:46:40 INFO       ground truth (115 samples, 1.19% of all samples):
2023-03-17 05:46:40 INFO           get
2023-03-17 05:46:40 INFO       most common mispredictions (in total 62, 53.91% of this label is wrong):
2023-03-17 05:46:40 INFO           60 (96.77% of mispredictions) move_if_noexcept
2023-03-17 05:46:40 INFO            1 ( 1.61% of mispredictions) operator
2023-03-17 05:46:40 INFO            1 ( 1.61% of mispredictions) use_facet
